film,IMDb ID,Genres
Vicky Cristina Barcelona,tt0497465,"Drama, Comedy, Romance"
Bolt,tt0397892,"Animation, Drama, Comedy, Family, Crime, Adventure, Sci-Fi"
Kung Fu Panda,tt0441773,"Animation, Comedy, Action, Family, Adventure"
WALL-E,tt0910970,"Adventure, Animation, Family, Sci-Fi"
The Duchess,tt0864761,"Drama, History, Thriller, Romance, Biography"
Slumdog Millionaire,tt1010048,"Crime, Drama, Romance"
Australia,tt0455824,"Adventure, War, Drama, Romance"
The Betrayal (Nerakhoon),tt1453312,Documentary
Encounters at the End of the World,tt1093824,Documentary
The Garden,tt0076121,Drama
Man on Wire,tt1155592,"Sport, History, Crime, Thriller, Documentary, Biography"
Trouble the Water,tt1149405,Documentary
The Conscience of Nhem En,tt1360057,"Documentary, Short"
The Final Inch,tt1360061,"Documentary, Short"
Smile Pinki,tt1360065,"Documentary, Short"
The Witness - From the Balcony of Room 306,tt1360068,"Documentary, Short"
The Baader Meinhof Complex,tt0765432,"Drama, History, Action, Crime, Thriller, Biography"
The Class,tt0484082,"Comedy, Romance"
Departures,tt4859168,"Drama, Comedy, Romance"
Revanche,tt1173745,"Crime, Drama, Romance, Thriller"
Waltz with Bashir,tt1185616,"Biography, Animation, Documentary"
Hellboy II: The Golden Army,tt0411477,"Action, Horror, Adventure, Fantasy, Sci-Fi"
Defiance,tt2189221,"Action, Drama, Sci-Fi"
La Maison en Petits Cubes,tt1361566,"Animation, Drama, Short, Family"
Lavatory - Lovestory,tt0983242,"Animation, Short"
Oktapodi,tt1323941,"Family, Animation, Short, Comedy"
Presto,tt1245104,"Animation, Comedy, Family, Fantasy, Short"
This Way Up,tt8430356,Comedy
Auf der Strecke (On the Line),Not found,N/A
Manon on the Asphalt,tt1186020,"Drama, Short, Romance"
New Boy,tt1095191,"Drama, Short"
The Pig,tt7429708,"Drama, Comedy, Mystery, Crime, Horror"
Spielzeugland (Toyland),Not found,N/A
Iron Man,tt0371746,"Adventure, Action, Sci-Fi"
Wanted,tt0493464,"Crime, Action, Thriller"
Happy-Go-Lucky,tt1045670,"Drama, Comedy, Romance"
In Bruges,tt0780536,"Crime, Drama, Comedy, Thriller"
Crazy Heart,tt1263670,"Romance, Drama, Music"
Up in the Air,tt1193138,"Drama, Comedy, Romance"
A Single Man,tt1315981,"Thriller, Drama, Romance"
Invictus,tt1057500,"Biography, Sport, Drama, History"
The Hurt Locker,tt0887912,"Thriller, War, Drama"
The Messenger,tt0790712,"War, Drama, Romance"
The Last Station,tt0824758,"Biography, Drama, Romance"
The Lovely Bones,tt0380510,"Fantasy, Drama, Thriller"
Inglourious Basterds,tt0361748,"Adventure, War, Drama"
The Blind Side,tt0878804,"Biography, Sport, Drama"
An Education,tt1174732,Drama
Precious: Based on the Novel 'Push' by Sapphire,tt0929632,Drama
Julie & Julia,tt1135503,"Biography, Drama, Romance"
Nine,tt0875034,"Drama, Musical, Romance"
Coraline,tt0327597,"Fantasy, Animation, Drama, Family"
Fantastic Mr. Fox,tt0432283,"Animation, Drama, Comedy, Family, Crime, Adventure"
The Princess and the Frog,tt0780521,"Animation, Comedy, Family, Musical, Romance, Adventure, Fantasy"
The Secret of Kells,tt0485601,"Adventure, Animation, Fantasy, Family"
Up,tt1049413,"Animation, Drama, Comedy, Family, Adventure"
Avatar,tt0499549,"Adventure, Action, Fantasy, Sci-Fi"
The Imaginarium of Doctor Parnassus,tt1054606,"Adventure, Mystery, Fantasy, Comedy"
Sherlock Holmes,tt0988045,"Adventure, Mystery, Action"
The Young Victoria,tt0962736,"Biography, Drama, History, Romance"
Harry Potter and the Half-Blood Prince,tt0417741,"Mystery, Action, Family, Adventure, Fantasy"
The White Ribbon,tt1149362,"Thriller, Mystery, Drama"
Bright Star,tt0810784,"Biography, Drama, Romance"
Coco before Chanel,tt1035736,"Biography, Drama"
Burma VJ,tt1333634,"News, Documentary, History"
The Cove,tt1313104,"Biography, History, Documentary, Crime"
"Food, Inc.",tt1286537,"News, Documentary"
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,tt1319726,Documentary
Which Way Home,tt0489342,Documentary
China's Unnatural Disaster: The Tears of Sichuan Province,tt1430809,Documentary
The Last Campaign of Governor Booth Gardner,tt1534853,"Documentary, Short"
The Last Truck: Closing of a GM Plant,tt1487120,Documentary
Music by Prudence,tt1543539,"Biography, Music, Documentary, Short"
Rabbit à la Berlin,tt1410281,"News, Documentary, History"
District 9,tt1136608,"Thriller, Action, Sci-Fi"
Ajami,tt1077262,"Crime, Drama"
The Milk of Sorrow,tt1206488,"Drama, Music"
A Prophet,tt1235166,"Crime, Drama"
The Secret in Their Eyes,tt1305806,"Mystery, Drama, Romance"
Il Divo,tt1023490,"Biography, Drama"
Star Trek,tt0060028,"Adventure, Action, Drama, Sci-Fi"
Paris 36,tt0948535,"Romance, Drama, Musical, Music"
A Serious Man,tt1019452,"Drama, Comedy"
French Roast,tt1323520,"Family, Animation, Short, Comedy"
Granny O'Grimm's Sleeping Beauty,tt1382454,"Animation, Short, Comedy"
The Lady and the Reaper (La Dama y la Muerte),tt1523317,"Animation, Comedy, Action, Fantasy, Short"
Logorama,tt1563725,"Animation, Comedy, Action, Crime, Short"
A Matter of Loaf and Death,tt1118511,"Animation, Comedy, Mystery, Family, Crime, Short"
The Door,tt3765746,Horror
Instead of Abracadabra,tt1351684,"Action, Short, Comedy, Drama"
Kavi,tt1399573,"Drama, Short"
Miracle Fish,tt1337354,"Drama, Short"
The New Tenants,tt1520428,"Crime, Drama, Short, Comedy"
Transformers: Revenge of the Fallen,tt1055369,"Adventure, Action, Sci-Fi"
In the Loop,tt1226774,Comedy
Biutiful,tt1164999,"Drama, Romance"
True Grit,tt1403865,"Western, Drama"
The Social Network,tt1285016,"Biography, Drama"
The King's Speech,tt1504320,"Biography, Drama, History"
127 Hours,tt1542344,"Biography, Drama"
The Fighter,tt0964517,"Biography, Sport, Action, Drama"
Winter's Bone,tt1399683,"Crime, Mystery, Drama, Thriller"
The Town,tt0840361,"Crime, Drama, Thriller"
The Kids Are All Right,tt0842926,"Drama, Comedy, Romance"
Rabbit Hole,tt5822112,"Thriller, Action, Drama"
Black Swan,tt0947798,"Thriller, Drama"
Blue Valentine,tt1120985,"Drama, Romance"
Animal Kingdom,tt5574490,"Crime, Drama"
How to Train Your Dragon,tt26743210,"Drama, Comedy, Action, Family, Adventure, Fantasy"
Toy Story 3,tt0435761,"Animation, Comedy, Family, Adventure, Fantasy"
Alice in Wonderland,tt1014759,"Adventure, Mystery, Fantasy, Family"
Harry Potter and the Deathly Hallows Part 1,tt0926084,"Adventure, Mystery, Fantasy, Family"
Inception,tt1375666,"Adventure, Action, Thriller, Sci-Fi"
I Am Love,tt1226236,"Drama, Romance"
The Tempest,tt1274300,"Fantasy, Drama, Comedy, Romance"
Exit through the Gift Shop,tt1587707,"Crime, History, Documentary, Comedy"
Gasland,tt1558250,Documentary
Inside Job,tt10231312,"Animation, Drama, Comedy, Adventure, Fantasy, Sci-Fi"
Restrepo,tt1559549,"Biography, War, Documentary, History"
Waste Land,tt1981140,"Crime, Drama, Thriller"
Killing in the Name,tt1684897,"Documentary, Short"
Poster Girl,tt1505384,"Biography, War, Documentary, Short"
Strangers No More,tt1754549,"Documentary, Short"
Sun Come Up,tt1621975,"Adventure, Documentary, Short"
The Warriors of Qiugang,tt1744887,"Documentary, Short"
Dogtooth,tt1379182,"Thriller, Drama"
In a Better World,tt1340107,"Drama, Romance"
Incendies,tt1255953,"War, Mystery, Drama"
Outside the Law (Hors-la-loi),Not found,N/A
Barney's Version,tt1423894,"Drama, Comedy"
The Way Back,tt1023114,"Adventure, Drama, History"
The Wolfman,tt0780653,"Fantasy, Drama, Horror, Thriller"
Country Strong,tt1555064,"Drama, Music"
Tangled,tt0398286,"Adventure, Animation, Comedy"
Day & Night,tt1754568,Drama
The Gruffalo,tt1461418,"Fantasy, Animation, Family"
Let's Pollute,tt1470652,"Animation, Short, Comedy"
The Lost Thing,tt1669698,"Animation, Drama, Fantasy, Short, Sci-Fi"
"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",Not found,N/A
The Confession,tt23569850,"Crime, Mystery, Documentary"
The Crush,tt0106627,"Crime, Drama, Romance, Thriller"
God of Love,tt0100441,"Action, Drama, Comedy"
Na Wewe,tt1764508,"War, Drama, Short"
Wish 143,tt1518330,"Drama, Short, Comedy"
Tron: Legacy,tt1104001,"Adventure, Action, Sci-Fi"
Unstoppable,tt3864060,"Sport, Drama"
Salt,tt0944835,"Thriller, Action"
Hereafter,tt5402714,"Horror, Drama, Thriller"
Iron Man 2,tt1228705,"Action, Sci-Fi"
Another Year,tt1431181,"Drama, Comedy"
A Better Life,tt1554091,"Drama, Romance"
The Descendants,tt1033575,"Drama, Comedy"
The Artist,tt1655442,"Drama, Comedy, Romance"
Tinker Tailor Soldier Spy,tt1340800,"Thriller, Mystery, Drama"
Moneyball,tt1210166,"Biography, Sport, Drama"
My Week with Marilyn,tt1655420,"Biography, Drama"
Warrior,tt5743796,"Crime, Action, Drama, History"
Beginners,tt1532503,"Drama, Comedy, Romance"
Extremely Loud & Incredibly Close,tt0477302,"Adventure, Mystery, Drama"
Albert Nobbs,tt1602098,"Drama, Romance"
The Help,tt1454029,Drama
The Girl with the Dragon Tattoo,tt1568346,"Crime, Mystery, Drama, Thriller"
The Iron Lady,tt1007029,"Biography, Drama"
Bridesmaids,tt1478338,Comedy
A Cat in Paris,tt1673702,"Animation, Comedy, Family, Crime, Adventure"
Chico & Rita,tt1235830,"Animation, Drama, Crime, Romance, Music"
Kung Fu Panda 2,tt1302011,"Animation, Drama, Comedy, Action, Family, Adventure"
Puss in Boots,tt0448694,"Animation, Comedy, Action, Family, Adventure, Fantasy"
Rango,tt1192628,"Adventure, Animation, Action"
Harry Potter and the Deathly Hallows Part 2,tt1201607,"Adventure, Mystery, Fantasy, Family"
Hugo,tt0970179,"Drama, Mystery, Family, Adventure, Fantasy"
Midnight in Paris,tt1605783,"Fantasy, Comedy, Romance"
War Horse,tt1568911,"Adventure, War, Drama"
The Tree of Life,tt0478304,"Fantasy, Drama"
Anonymous,tt1521197,"Thriller, Drama"
Jane Eyre,tt1229822,"Mystery, Drama, Romance"
W.E.,tt6671244,Drama
Hell and Back Again,tt1748043,"War, Action, Documentary, History"
If a Tree Falls: A Story of the Earth Liberation Front,tt1787725,"Biography, Drama, Documentary, Crime"
Paradise Lost 3: Purgatory,tt2028530,"Crime, Documentary"
Pina,tt1440266,"Documentary, Music"
Undefeated,tt1860355,"Sport, Documentary"
The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,tt1844056,"Documentary, History, Short"
God Is the Bigger Elvis,tt2210633,"Biography, Documentary, Short"
Incident in New Baghdad,tt1746180,"Biography, War, Documentary, Short"
Saving Face,tt0384504,"Drama, Comedy, Romance"
The Tsunami and the Cherry Blossom,tt2028578,"Documentary, Short"
Bullhead,tt1821593,"Crime, Drama"
Footnote,tt1445520,"Drama, Comedy"
In Darkness,tt5164184,"Thriller, Mystery"
Monsieur Lazhar,tt2011971,"Drama, Comedy"
A Separation,tt1832382,Drama
The Adventures of Tintin,tt0983193,"Animation, Action, Family, Crime, Adventure"
The Muppets,tt1204342,"Adventure, Family, Musical, Comedy"
Rio,tt1436562,"Animation, Comedy, Family, Musical, Romance, Adventure, Music"
Dimanche/Sunday,Not found,N/A
The Fantastic Flying Books of Mr. Morris Lessmore,tt1778342,"Animation, Drama, Family, Adventure, Short"
La Luna,tt0079495,Drama
A Morning Stroll,tt1964446,"Animation, Comedy, Action, Horror, Short"
Wild Life,tt5929754,Drama
Pentecost,tt8829428,"Drama, Short"
Raju,tt7430992,"Drama, Family, Music"
The Shore,tt2201259,"Drama, Short, Comedy"
Time Freak,tt6769280,"Sci-Fi, Drama, Comedy, Romance"
Tuba Atlantic,tt2061843,"Drama, Short, Comedy"
Drive,tt0780504,"Action, Drama"
Transformers: Dark of the Moon,tt1399103,"Adventure, Action, Sci-Fi"
Real Steel,tt0433035,"Sport, Action, Drama, Sci-Fi"
Rise of the Planet of the Apes,tt1318514,"Thriller, Action, Drama, Sci-Fi"
The Ides of March,tt1124035,"Thriller, Drama"
Margin Call,tt1615147,"Thriller, Drama"
Silver Linings Playbook,tt1045658,"Drama, Comedy, Romance"
Lincoln,tt0443272,"Biography, War, Drama, History"
Les Misérables,tt1707386,"Drama, Musical, Romance"
The Master,tt1560747,"Drama, History"
Flight,tt1907668,"Thriller, Drama"
Argo,tt1024648,"Biography, Drama, History, Thriller"
Django Unchained,tt1853728,Western
Zero Dark Thirty,tt1790885,"Thriller, Drama, History"
Amour,tt1602620,Drama
Beasts of the Southern Wild,tt2125435,"Adventure, Fantasy, Drama"
The Impossible,tt1649419,"Thriller, Drama, History"
The Sessions,tt1866249,"Biography, Drama, Comedy, Romance"
Brave,tt1217209,"Adventure, Animation, Action"
Frankenweenie,tt1142977,"Animation, Drama, Comedy, Family, Thriller, Horror, Sci-Fi"
ParaNorman,tt1623288,"Animation, Comedy, Mystery, Family, Adventure, Fantasy"
The Pirates! Band of Misfits,tt1430626,"Animation, Comedy, History, Action, Family, Adventure, Fantasy"
Wreck-It Ralph,tt1772341,"Adventure, Animation, Family, Comedy"
Anna Karenina,tt1781769,"Drama, Romance"
Life of Pi,tt0454876,"Adventure, Fantasy, Drama"
Skyfall,tt1074638,"Adventure, Action, Thriller"
Mirror Mirror,tt1667353,"Drama, Comedy, Family, Adventure, Fantasy"
Snow White and the Huntsman,tt1735898,"Drama, Action, War, Thriller, Romance, Adventure, Fantasy, Sci-Fi"
5 Broken Cameras,tt2125423,"War, Documentary"
The Gatekeepers,tt2309788,"War, Documentary, History"
How to Survive a Plague,tt2124803,"News, Documentary, History"
The Invisible War,tt2120152,"Crime, Documentary"
Searching for Sugar Man,tt2125608,"Biography, Documentary, Music"
Inocente,tt2123210,"Biography, Drama, Documentary, Short"
Kings Point,tt2109153,"Drama, Documentary, Comedy, Short"
Mondays at Racine,tt2083264,"Documentary, Family, Short"
Open Heart,tt4057844,"Mystery, Drama, Family, Romance"
Redemption,tt1893256,"Crime, Action, Drama, Thriller"
Kon-Tiki,tt1613750,"Adventure, Biography, Drama, History"
No,tt2059255,"Drama, History"
A Royal Affair,tt1276419,"Biography, Drama, History, Romance"
War Witch,tt1820488,"War, Drama"
Hitchcock,tt0975645,"Biography, Drama, Romance"
The Hobbit: An Unexpected Journey,tt0903624,"Adventure, Fantasy"
Chasing Ice,tt1579361,"Biography, Documentary"
Ted,tt1637725,Comedy
Adam and Dog,tt2162565,"Animation, Drama, Short"
Fresh Guacamole,tt2309977,"Animation, Short"
Head over Heels,tt0079278,"Drama, Comedy, Romance"
"Maggie Simpson in ""The Longest Daycare""",Not found,N/A
Paperman,tt0437405,"Drama, Comedy"
Asad,tt2136747,"Adventure, Drama, Short"
Buzkashi Boys,tt2133304,"Drama, Short"
Curfew,tt30242198,Thriller
Death of a Shadow (Dood van een Schaduw),Not found,N/A
Henry,tt0099762,"Biography, Drama"
Marvel's The Avengers,tt0848228,"Action, Sci-Fi"
Prometheus,tt1446714,"Adventure, Mystery, Sci-Fi"
Moonrise Kingdom,tt1748122,"Drama, Comedy, Romance, Adventure, Fantasy"
American Hustle,tt1800241,"Crime, Drama"
Nebraska,tt1821549,Drama
The Wolf of Wall Street,tt0993846,"Biography, Drama, Crime, Comedy"
12 Years a Slave,tt2024544,"Biography, Drama, History"
Dallas Buyers Club,tt0790636,"Biography, Drama"
Captain Phillips,tt1535109,"Drama, Action, Crime, Thriller, Biography"
Blue Jasmine,tt2334873,"Drama, Comedy, Romance"
Gravity,tt1454468,"Thriller, Drama, Sci-Fi"
Philomena,tt2431286,"Biography, Drama, Comedy"
August: Osage County,tt1322269,"Drama, Comedy"
The Croods,tt0481499,"Animation, Comedy, Family, Adventure, Fantasy"
Despicable Me 2,tt1690953,"Animation, Comedy, Family, Crime, Adventure, Sci-Fi"
Ernest & Celestine,tt1816518,"Animation, Drama, Comedy, Family, Crime, Adventure, Fantasy"
Frozen,tt2294629,"Animation, Comedy, Family, Musical, Adventure, Fantasy"
The Wind Rises,tt2013293,"Biography, Animation, Drama"
The Grandmaster,tt1462900,"Drama, Action, War, Romance, Biography"
Inside Llewyn Davis,tt2042568,"Drama, Music"
Prisoners,tt1392214,"Crime, Mystery, Drama, Thriller"
The Great Gatsby,tt1343092,"Drama, Romance"
The Invisible Woman,tt1700845,"Biography, Drama, History, Romance"
The Act of Killing,tt2375605,"History, War, Crime, Documentary, Biography"
Cutie and the Boxer,tt2355540,"Biography, Documentary"
Dirty Wars,tt2532528,"History, Mystery, Crime, Documentary, War"
The Square,tt4995790,"Drama, Comedy"
20 Feet from Stardom,tt2396566,"Biography, Documentary, History, Music"
CaveDigger,tt2516860,"Biography, Documentary, Short"
Facing Fear,tt22497056,Documentary
Karama Has No Walls,tt2551790,"War, Drama, Documentary, Short"
The Lady in Number 6: Music Saved My Life,tt2924484,"Drama, Documentary, Biography, Short, Music"
Prison Terminal: The Last Days of Private Jack Hall,tt3145026,"Biography, Documentary, Crime, Short"
The Broken Circle Breakdown,tt2024519,"Romance, Drama, Music"
The Great Beauty,tt2358891,Drama
The Hunt,tt8244784,"Horror, Action, Thriller"
The Missing Picture,tt2852470,Documentary
Omar,tt2852406,"Drama, Crime, Thriller, Romance, War"
Jackass Presents: Bad Grandpa,tt3063516,Comedy
The Lone Ranger,tt1210819,"Adventure, Western, Action, Drama"
The Book Thief,tt0816442,"War, Drama"
Her,tt1798709,"Sci-Fi, Drama, Romance"
Saving Mr. Banks,tt2140373,"Biography, Drama, Comedy"
Alone Yet Not Alone,tt1986769,"Drama, History, Action, Romance, War"
Mandela: Long Walk to Freedom,tt2304771,"Biography, Drama, History"
Feral,tt4974778,"Horror, Action, Drama, Thriller"
Get a Horse!,tt2980764,"Family, Animation, Short, Comedy"
Mr. Hublot,tt3043542,"Animation, Comedy, Family, Fantasy, Short"
Possessions,tt14853700,Horror
Room on the Broom,tt2484120,"Family, Animation, Fantasy, Comedy"
Aquel No Era Yo (That Wasn't Me),Not found,N/A
Avant Que De Tout Perdre (Just before Losing Everything),Not found,N/A
Helium,tt3346410,"Drama, Short, Family"
Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),Not found,N/A
The Voorman Problem,tt1998355,"Fantasy, Mystery, Drama, Short"
All Is Lost,tt2017038,"Adventure, Action, Drama"
The Hobbit: The Desolation of Smaug,tt1170358,"Adventure, Fantasy"
Lone Survivor,tt1091191,"Biography, Action, War, Drama"
Iron Man 3,tt1300854,"Adventure, Action, Sci-Fi"
Star Trek Into Darkness,tt1408101,"Adventure, Action, Sci-Fi"
Before Midnight,tt2209418,"Drama, Romance"
Foxcatcher,tt1100089,"Biography, Sport, Drama, History"
American Sniper,tt2179136,"Biography, Action, War, Drama"
The Imitation Game,tt2084970,"Biography, War, Drama, Thriller"
Birdman or (The Unexpected Virtue of Ignorance),tt2562232,"Drama, Comedy"
The Theory of Everything,tt2980516,"Biography, Drama, Romance"
The Judge,tt1872194,"Crime, Mystery, Drama, Thriller"
Boyhood,tt1065073,Drama
Whiplash,tt2582802,"Drama, Music"
"Two Days, One Night",tt2737050,Drama
Still Alice,tt3316960,Drama
Gone Girl,tt2267998,"Thriller, Mystery, Drama"
Wild,tt2305051,"Adventure, Biography, Drama"
Into the Woods,tt2180411,"Drama, Comedy, Family, Musical, Adventure, Fantasy"
Big Hero 6,tt2245084,"Animation, Comedy, Action, Family, Crime, Adventure"
The Boxtrolls,tt0787474,"Animation, Comedy, Family, Adventure, Fantasy"
How to Train Your Dragon 2,tt1646971,"Animation, Comedy, Action, Family, Adventure, Fantasy"
Song of the Sea,tt1865505,"Adventure, Animation, Drama, Family"
The Tale of the Princess Kaguya,tt2576852,"Animation, Drama, Family"
The Grand Budapest Hotel,tt2278388,"Drama, Comedy"
Ida,tt2718492,Drama
Mr. Turner,tt2473794,"Biography, Drama, History"
Unbroken,tt1809398,"Biography, Sport, War, Drama"
Inherent Vice,tt1791528,"Drama, Comedy, Mystery, Crime, Romance"
Maleficent,tt1587310,"Drama, Action, Family, Romance, Adventure, Fantasy"
CitizenFour,tt4044364,"Biography, Documentary"
Finding Vivian Maier,tt2714900,"Biography, Mystery, Documentary, History"
Last Days in Vietnam,tt3279124,"War, Documentary, History"
The Salt of the Earth,tt3674140,"Biography, Documentary, History"
Virunga,tt3455224,"War, Documentary"
Crisis Hotline: Veterans Press 1,tt3449252,"Documentary, Short"
Joanna,tt0063157,"Musical, Drama, Comedy"
Our Curse,tt3069992,"Drama, Documentary, Family, Short"
The Reaper (La Parka),Not found,N/A
White Earth,tt3044564,"Drama, Documentary, Family, Short"
Leviathan,tt0097737,"Mystery, Horror, Thriller, Adventure, Sci-Fi"
Tangerines,tt2991224,"War, Drama"
Timbuktu,tt3409392,"War, Drama"
Wild Tales,tt3011894,"Thriller, Drama, Comedy"
Guardians of the Galaxy,tt2015381,"Adventure, Action, Comedy, Sci-Fi"
Interstellar,tt0816692,"Adventure, Drama, Sci-Fi"
The Lego Movie,tt1490017,"Adventure, Animation, Action"
Selma,tt1020072,"Biography, Drama, History"
Beyond the Lights,tt3125324,"Romance, Drama, Music"
Glen Campbell...I'll Be Me,Not found,N/A
Begin Again,tt1980929,"Romance, Drama, Comedy, Music"
The Bigger Picture,tt3909926,"Drama, Short"
The Dam Keeper,tt3326262,"Animation, Drama, Family, Fantasy, Short"
Feast,tt0426459,"Horror, Action, Thriller, Comedy"
Me and My Moulton,tt3946086,"Animation, Short, Comedy"
A Single Life,tt3838700,"Animation, Drama, Comedy, Family, Short"
Aya,tt7856556,"Drama, Short, Family"
Boogaloo and Graham,tt3612232,"Drama, Short, Comedy"
Butter Lamp (La Lampe Au Beurre De Yak),Not found,N/A
Parvaneh,tt26241096,Drama
The Phone Call,tt3071532,"Drama, Short"
The Hobbit: The Battle of the Five Armies,tt2310332,"Adventure, Fantasy"
Captain America: The Winter Soldier,tt1843866,"Adventure, Action, Thriller, Sci-Fi"
Dawn of the Planet of the Apes,tt2103281,"Drama, Action, Thriller, Adventure, Sci-Fi"
X-Men: Days of Future Past,tt1877832,"Adventure, Action, Thriller, Sci-Fi"
Nightcrawler,tt2872718,"Crime, Drama, Thriller"
Trumbo,tt3203606,"Biography, Drama"
The Martian,tt3659388,"Adventure, Drama, Sci-Fi"
The Revenant,tt1663202,"Adventure, Western, Drama"
Steve Jobs,tt2080374,"Biography, Drama"
The Danish Girl,tt0810819,"Biography, Drama"
The Big Short,tt1596363,"Biography, History, Drama, Comedy"
Spotlight,tt1895587,"Biography, Drama, Crime"
Bridge of Spies,tt3682448,"Thriller, War, Drama, History"
Creed,tt3076658,"Sport, Action, Drama"
Carol,tt2402927,"Drama, Romance"
Room,tt3170832,"Thriller, Drama"
Joy,tt10243672,"Biography, Drama, History"
45 Years,tt3544082,"Drama, Romance"
Brooklyn,tt2381111,"Drama, Romance"
The Hateful Eight,tt3460252,"Drama, Mystery, Crime, Thriller, Western"
Anomalisa,tt2401878,"Animation, Drama, Comedy, Romance"
Boy and the World,tt3183630,"Adventure, Animation, Family"
Inside Out,tt2096673,"Animation, Drama, Comedy, Family, Adventure, Fantasy"
Shaun the Sheep Movie,tt2872750,"Animation, Comedy, Family, Adventure, Fantasy"
When Marnie Was There,tt3398268,"Animation, Mystery, Drama, Family"
Mad Max: Fury Road,tt1392190,"Adventure, Action, Sci-Fi"
Sicario,tt3397884,"Drama, Mystery, Action, Crime, Thriller"
Cinderella,tt1661199,"Drama, Family, Romance, Adventure, Fantasy"
Amy,tt2870648,"Biography, Documentary, Music"
Cartel Land,tt4126304,Documentary
The Look of Silence,tt3521134,"Biography, Documentary, History"
"What Happened, Miss Simone?",tt4284010,"Biography, Documentary, Music"
Winter on Fire: Ukraine's Fight for Freedom,tt4908644,"Documentary, History"
Body Team 12,tt4430002,"News, Documentary, Short"
"Chau, beyond the Lines",tt4084844,"Biography, War, Documentary, Short"
Claude Lanzmann: Spectres of the Shoah,tt4815426,"Documentary, Short"
A Girl in the River: The Price of Forgiveness,tt5144072,"Drama, Documentary, Short"
Last Day of Freedom,tt4172096,"Animation, Drama, Documentary, Biography, Short"
Star Wars: The Force Awakens,tt29895037,"Adventure, Action, Fantasy, Sci-Fi"
Embrace of the Serpent,tt4285496,"Adventure, Biography, Drama"
Mustang,tt3966404,Drama
Son of Saul,tt3808342,"War, Drama"
Theeb,tt3170902,"Adventure, Drama, Thriller"
A War,tt3830162,"Crime, War, Drama, Thriller"
The 100-Year-Old Man Who Climbed out the Window and Disappeared,tt2113681,"Adventure, Comedy"
Fifty Shades of Grey,tt2322441,"Thriller, Drama, Romance"
Racing Extinction,tt1618448,"Adventure, News, Documentary"
Youth,tt3312830,"Romance, Drama, Comedy, Music"
The Hunting Ground,tt4185572,Documentary
Spectre,tt2379713,"Adventure, Action, Thriller"
Bear Story,tt3829254,"Animation, Drama, Family, Adventure, Short"
Prologue,tt4955294,"Animation, Short"
Sanjay's Super Team,tt4661600,"Animation, Action, Family, Thriller, Fantasy, Short"
We Can't Live without Cosmos,tt3965660,"Animation, Drama, Short"
World of Tomorrow,tt4171032,"Animation, Drama, Comedy, Short, Sci-Fi"
Ave Maria,tt4419794,"Short, Comedy"
Day One,tt0097159,"Drama, History"
Everything Will Be Okay (Alles Wird Gut),Not found,N/A
Shok,tt4273570,"War, Drama, Short, History"
Stutterer,tt4817576,"Drama, Short, Romance"
Ex Machina,tt0470752,"Thriller, Drama, Sci-Fi"
Straight Outta Compton,tt1398426,"Biography, Drama, History, Music"
Manchester by the Sea,tt4034228,Drama
Hacksaw Ridge,tt2119532,"Biography, War, Drama, History"
La La Land,tt3783958,"Drama, Comedy, Musical, Romance, Music"
Captain Fantastic,tt3553976,"Drama, Comedy"
Fences,tt2671706,Drama
Moonlight,tt4975722,Drama
Hell or High Water,tt2582782,"Crime, Western, Drama, Thriller"
Lion,tt3741834,"Biography, Drama"
Nocturnal Animals,tt4550098,"Thriller, Drama"
Elle,tt3716530,"Crime, Drama, Thriller"
Loving,tt5479616,"Drama, Romance"
Jackie,tt1619029,"Biography, Drama"
Florence Foster Jenkins,tt4136084,"Biography, Drama, Comedy, Music"
Hidden Figures,tt4846340,"Biography, Drama, History"
Kubo and the Two Strings,tt4302938,"Adventure, Animation, Action, Family"
Moana,tt3521164,"Animation, Comedy, Family, Musical, Adventure, Fantasy"
My Life as a Zucchini,tt2321405,"Animation, Drama, Comedy"
The Red Turtle,tt3666024,"Animation, Drama, Family, Romance, Fantasy"
Zootopia,tt2948356,"Animation, Comedy, Action, Family, Crime, Adventure"
Arrival,tt2543164,"Mystery, Drama, Sci-Fi"
Silence,tt0490215,"Drama, History"
Allied,tt3640424,"Thriller, Action, Drama, Romance"
Fantastic Beasts and Where to Find Them,tt3183660,"Adventure, Fantasy, Family"
Fire at Sea,tt3652526,Documentary
I Am Not Your Negro,tt5804038,"Documentary, History"
"Life, Animated",tt3917210,"Drama, Comedy, Family, Documentary, Romance, Fantasy"
O.J.: Made in America,tt5275892,"Sport, History, Crime, Documentary, Biography"
13th,tt5895028,"Crime, Documentary, History"
Extremis,tt5538078,"Documentary, Short"
4.1 Miles,tt6279726,"Documentary, Short"
Joe's Violin,tt5639178,"Documentary, History, Short"
Watani: My Homeland,tt6195494,Documentary
The White Helmets,tt6073176,"War, Documentary, Short"
Land of Mine,tt3841424,"War, Drama, History"
A Man Called Ove,tt4080728,"Drama, Comedy, Romance"
The Salesman,tt5186714,"Thriller, Drama"
Tanna,tt4239726,"Adventure, Drama, Romance"
Toni Erdmann,tt4048272,"Drama, Comedy"
Star Trek Beyond,tt2660888,"Adventure, Action, Thriller, Sci-Fi"
